name,type,region,locality,geolocation
Skeet Trifon Vyatka in Perm Krai (Pyskorsky Spaso-Preobrazhensky Monastery),monasteries,Perm,Pyskor,"(Decimal('56.587736'), Decimal('59.482232'))"
"Skeet Mother of God ""The Inexhaustible Cup""",monasteries,Leningrad region,Pirozero,"(Decimal('33.951063'), Decimal('60.228916'))"
Who Sorrow convent,monasteries,Sverdlovsk region,Nizhny Tagil,"(Decimal('59.972211'), Decimal('57.907605'))"
Snetogorsky monastery,monasteries,Pskov region,Pskov,"(Decimal('28.491965'), Decimal('57.990462'))"
Solikamsk Holy Trinity Monastery,monasteries,Perm,Solikamsk,"(Decimal('56.771029'), Decimal('59.648333'))"
Solikamsk Trinity Monastery in the Perm region. (Solikamsk Ascension Monastery),monasteries,Perm,Solikamsk,"(Decimal('56.771029'), Decimal('59.648333'))"
Solotchinsky monastery,monasteries,Ryazan Oblast,Ryazan,"(Decimal('39.826323'), Decimal('54.770983'))"
"Sophia Convent in Rybinsk, Yaroslavl region.",monasteries,Yaroslavskaya oblast,Rybinsk,"(Decimal('38.828385'), Decimal('58.026691'))"
Vernicle desert village fang,monasteries,Kaluga region,Klıkovo,"(Decimal('35.806605'), Decimal('54.14616'))"
Spaso-Borodino nunnery,monasteries,Moscow region,Utitsa,"(Decimal('35.831488'), Decimal('55.486826'))"
Spaso-Bethany Monastery,monasteries,Moscow region,Sergiev Posad,"(Decimal('38.135963'), Decimal('56.315311'))"
Holy Ascension Nunnery,monasteries,Smolensk region,Smolensk,"(Decimal('32.045251'), Decimal('54.782635'))"
Spaso-Elizarovsky convent,monasteries,Pskov region,Elizarovo,"(Decimal('28.193823'), Decimal('58.049917'))"
Spaso-Kazan Simansky convent in the city of Island of the Pskov region.,monasteries,Pskov region,Isle,"(Decimal('28.36762'), Decimal('57.338669'))"
Kamenny monastery,monasteries,Vologda Region,mouth,"(Decimal('46.344301'), Decimal('60.124097'))"
"Savior's Monastery in the village Kukotsky Serbilovo, the Ivanovo region.",monasteries,Ivanovo region,Gavrilov Posad,"(Decimal('40.07928'), Decimal('56.523632'))"
Spaso-Preobrazhensky Monastery Arsenyevsky,monasteries,Tula region,Belev,"(Decimal('36.130097'), Decimal('53.809934'))"
Savior-Transfiguration Valaam Monastery,monasteries,The Republic of Karelia,Balaam,"(Decimal('30.946845'), Decimal('61.389943'))"
Kazan Savior-Transfiguration Monastery,monasteries,Republic of Tatarstan,Kazan,"(Decimal('49.155067'), Decimal('55.784789'))"
Spaso-Preobrazhensky Solovetsky Monastery,monasteries,Arhangelsk region,Solovetsky,"(Decimal('35.709128'), Decimal('65.026802'))"
Spaso-Preobrazhensky convent,monasteries,Chuvash Republic,Cheboksary,"(Decimal('47.251079'), Decimal('56.146277'))"
Transfiguration Monastery,monasteries,Nizhny Novgorod Region,Arzamas,"(Decimal('43.815687'), Decimal('55.386666'))"
Transfiguration Monastery,monasteries,Yaroslavskaya oblast,Yaroslavl,"(Decimal('39.893804'), Decimal('57.626559'))"
Transfiguration Monastery in Roslavl,monasteries,Smolensk region,Smolensk,"(Decimal('32.301522'), Decimal('53.864071'))"
Transfiguration Monastery in Staraya Russa,monasteries,Novgorod region,Staraya Russa,"(Decimal('31.355452'), Decimal('57.990715'))"
Spaso-Prilutsky Dimitriev monastery,monasteries,Vologda Region,Vologda,"(Decimal('46.344301'), Decimal('60.124097'))"
Savior's Monastery Sumorin,monasteries,Vologda Region,Totma,"(Decimal('46.344301'), Decimal('60.124097'))"
Spassky Monastery,monasteries,The Republic of Sakha (Yakutia),Yakutsk,"(Decimal('129.732178'), Decimal('62.027216'))"
"Sredneuralsky convent in honor of the Blessed Virgin Mary ""Sporitelnitsa bread""",monasteries,Sverdlovsk region,Sredneuralsk,"(Decimal('60.477136'), Decimal('56.991837'))"
Staritskiy Holy Assumption Monastery,monasteries,Tver region,old woman,"(Decimal('34.933586'), Decimal('56.514927'))"
Old-Golutvin Epiphany Monastery in Kolomna,monasteries,Moscow region,Kolomna,"(Decimal('38.752917'), Decimal('55.103152'))"
Syzranskiy Ascension Monastery in the Samara region.,monasteries,Samara Region,Sizran,"(Decimal('48.458962'), Decimal('53.134453'))"
Tantric Monastery Lords Zonkavy in Gorodovikovsk,monasteries,Republic of Kalmykia,Gorodovikovsk,"(Decimal('41.936052'), Decimal('46.083105'))"
Tvorozhkovsky monastery,monasteries,Pskov region,Tvorozhkovo,"(Decimal('28.668996'), Decimal('58.358544'))"
Tikhvin Mother of God convent,monasteries,Tambov Region,full profile,"(Decimal('42.728663'), Decimal('52.650646'))"
Marian Tikhvin Assumption Monastery,monasteries,Leningrad region,Tikhvin,"(Decimal('33.542096'), Decimal('59.644209'))"
Buzuluksky Tikhvin Nunnery (old) in the Orenburg region.,monasteries,Orenburg region,Buzuluk,"(Decimal('52.270676'), Decimal('52.768555'))"
Tolshevsky Spaso-Preobrazhensky convent,monasteries,Voronezh region,Voronezh,"(Decimal('39.426779'), Decimal('50.968912'))"
"Troekurov Demetrius Illarionovsky convent in Lebedyansky District, Lipetsk region",monasteries,Lipetsk region,Troekurovo second,"(Decimal('38.963473'), Decimal('52.98237'))"
Trinity-St George convent,monasteries,Krasnodar region,Sochi,"(Decimal('40.009975'), Decimal('43.591904'))"
Trinity Monastery-Gledengsky,monasteries,Vologda Region,Morozovitsa,"(Decimal('46.296304'), Decimal('60.711011'))"
"Trinity-Odigitrievsky Zosimova female deserts in the Naro-Fominsk district, Moscow region",monasteries,Moscow region,Vereya,"(Decimal('36.185694'), Decimal('55.343369'))"
Trinity-Sinozerskaya desert,monasteries,Vologda Region,hermitage,"(Decimal('35.572908'), Decimal('59.141021'))"
Trinity Alexander Nevsky Convent in Akatova,monasteries,Moscow region,Vysokovsk,"(Decimal('36.551236'), Decimal('56.320243'))"
Belopesotsky Trinity convent in Stupino,monasteries,Moscow region,Stupino,"(Decimal('38.078228'), Decimal('54.886274'))"
Eletskii Trinity Monastery in the Lipetsk region,monasteries,Lipetsk region,Dace,"(Decimal('38.525616'), Decimal('52.606141'))"
Trinity convent Laishevsky,monasteries,Republic of Tatarstan,Laishevo,"(Decimal('49.061103'), Decimal('55.589783'))"
Lebedyansky Trinity convent in the Lipetsk region,monasteries,Lipetsk region,Lebedyan,"(Decimal('39.13135'), Decimal('53.020489'))"
Troitsky Mariinsky Convent in Yegorievsk,monasteries,Moscow region,Egorevsk,"(Decimal('39.035833'), Decimal('55.38305'))"
Nebin Trinity Monastery in Tver Oblast Toropets,monasteries,Tver region,Torzhok,"(Decimal('31.643686'), Decimal('56.495171'))"
Ryazan Trinity Monastery,monasteries,Ryazan Oblast,fish,"(Decimal('39.723313'), Decimal('54.62932'))"
Trinity Monastery in Sevsk Bryansk region,monasteries,Bryansk region,Sevsk,"(Decimal('34.495091'), Decimal('52.156089'))"
Khvalynsky Trinity Monastery,monasteries,Saratov region,Hvalynsk,"(Decimal('48.105772'), Decimal('52.495501'))"
Turin St. Nicholas Monastery,monasteries,Sverdlovsk region,turistickou,"(Decimal('63.698144'), Decimal('58.039442'))"
Tyndinsky Pokrovsky Monastery,monasteries,Amur region,Ust-Tsilma,"(Decimal('125.586714'), Decimal('54.404494'))"
Ulyanovsk Trinity Stefan monastery in the village of Ulyanovo,monasteries,Komi Republic,Ulyanovo,"(Decimal('53.557216'), Decimal('61.823368'))"
Valuysky Assumption Monastery in the Belgorod region,monasteries,Belgorod region,Valujki,"(Decimal('38.080402'), Decimal('50.227039'))"
Assumption Gornji Vologda convent in Vologda,monasteries,Vologda Region,Vologda,"(Decimal('39.891523'), Decimal('59.220496'))"
Zheltikov Assumption Monastery in Tver,monasteries,Tver region,Tver,"(Decimal('37.067857'), Decimal('55.723055'))"
Assumption Monastery in Klimovsk Kamensky district of the Bryansk region,monasteries,Bryansk region,Abram,"(Decimal('32.305987'), Decimal('52.136901'))"
Lipetsk Assumption Monastery (Paroyskaya deserts),monasteries,Lipetsk region,Lipetsk,"(Decimal('39.524561'), Decimal('52.698037'))"
Nizhnelomovsky Assumption Convent in the Penza region,monasteries,Penza region,Nizhny Lomov,"(Decimal('43.67299'), Decimal('53.530043'))"
Assumption Monastery Orlovsky (Orlovsky bishop's house),monasteries,Oryol Region,Eagle,"(Decimal('35.355435'), Decimal('52.469011'))"
Otroch Assumption Monastery in Tver,monasteries,Tver region,Tver,"(Decimal('35.911995'), Decimal('56.859847'))"
Cheremshansky Assumption Monastery,monasteries,Saratov region,Hvalynsk,"(Decimal('48.054711'), Decimal('52.452417'))"
Assumption Convent in the city of Perm,monasteries,Perm,Permian,"(Decimal('56.229434'), Decimal('58.01045'))"
Theodore Pereslavsky convent in the Yaroslavl region,monasteries,Yaroslavskaya oblast,Pereslavl,"(Decimal('38.854373'), Decimal('56.739194'))"
Theodore convent,monasteries,Yaroslavskaya oblast,Pereslavl,"(Decimal('38.817506'), Decimal('56.715322'))"
Feofilova desert,monasteries,Pskov region,Porechie (Hredinskaya town),"(Decimal('29.453063'), Decimal('58.264805'))"
Philip Irapsky Monastery,monasteries,Vologda Region,green Beach,"(Decimal('37.181045'), Decimal('59.325368'))"
Nativity Slobodskoi convent,monasteries,Kirov region,Slobodskoy,"(Decimal('50.183674'), Decimal('58.731886'))"
Hristoforova desert,monasteries,Arhangelsk region,Shalimov,"(Decimal('47.22545'), Decimal('61.186192'))"
Cherdynsky John the Theologian Monastery in the Perm region,monasteries,Perm,SCW,"(Decimal('56.479543'), Decimal('60.402836'))"
Yaransk Znamensko-Mariinsky convent,monasteries,Kirov region,Yaransk,"(Decimal('47.885855'), Decimal('57.304228'))"
Yaransk Prorochitsky Monastery,monasteries,Kirov region,Yaransk,"(Decimal('47.885855'), Decimal('57.304228'))"
Mozhajskij Luzhetsky Ferapontov Monastery,monasteries,Moscow region,Mozhaisk,"(Decimal('36.017358'), Decimal('55.506714'))"
Vvedensky Nunnery,monasteries,Ivanovo region,Ivanovo,"(Decimal('40.973921'), Decimal('57.000348'))"
Holy Assumption Monastery,monasteries,Kurgan region,More information about,"(Decimal('62.939311'), Decimal('56.258608'))"
Monastery of Saint Euthymius,monasteries,Vladimir region,Suzdal,"(Decimal('40.449457'), Decimal('56.419836'))"
Spaso-Yakovlevsky Dimitriev monastery,monasteries,Yaroslavskaya oblast,Rostov,"(Decimal('39.414526'), Decimal('57.185866'))"
fox mountain,Nature,Vologda Region,Kadnikov,"(Decimal('40.316983'), Decimal('59.524625'))"
Tiunovskoe sanctuary,Nature,Vologda Region,Tiunovskaya,"(Decimal('43.679584'), Decimal('60.408942'))"
Sun Temple Ulugh Horum,pagan temples,Tyva Republic,Saglam,"(Decimal('91.172138'), Decimal('50.4637'))"
church of the Annunciation,Abandoned shrine,Perm,Покча,"(Decimal('56.455783'), Decimal('60.454972'))"
Vvedensky church,Abandoned shrine,Perm,Kamgort,"(Decimal('56.498022'), Decimal('60.581818'))"
Abandoned Armenian church,Abandoned shrine,Republic of Crimea,rich,"(Decimal('34.767649'), Decimal('45.0274'))"
Catholic church in the village of Kamenka,Abandoned shrine,Saratov region,Kamenka,"(Decimal('45.429205'), Decimal('50.701447'))"
Cyril and Chelmogorskaya desert,Abandoned shrine,Arhangelsk region,Eagle,"(Decimal('42.657777'), Decimal('62.593468'))"
Holy Cross Cathedral,Abandoned shrine,Perm,Solikamsk,"(Decimal('56.771029'), Decimal('59.648333'))"
Novoaleksandrovsky Ascension Church,Abandoned shrine,Krasnoyarsk region,Novoaleksandrovka,"(Decimal('96.579628'), Decimal('56.422729'))"
Peter and Paul church,Abandoned shrine,Perm,Just right,"(Decimal('56.347832'), Decimal('59.303163'))"
church of the Intercession,Abandoned shrine,Udmurt republic,exit,"(Decimal('53.461339'), Decimal('56.366844'))"
church of the Transfiguration,Abandoned shrine,Perm,SCW,"(Decimal('56.479543'), Decimal('60.402836'))"
Holy Trinity Church,Abandoned shrine,Udmurt republic,dig,"(Decimal('51.751908'), Decimal('57.379891'))"
Holy Trinity Church,Abandoned shrine,Krasnoyarsk region,Suxoʙuzimskoe,"(Decimal('93.274771'), Decimal('56.501188'))"
Savior's Church in the village Porshenskaya Kazakovo,Abandoned shrine,Arhangelsk region,Kazakovo,"(Decimal('47.681569'), Decimal('61.213928'))"
church of Our Savior,Abandoned shrine,Perm,Limezh,"(Decimal('56.335759'), Decimal('60.081385'))"
cheese monastery,Abandoned shrine,Novgorod region,Syrkovskoe,"(Decimal('31.270831'), Decimal('58.479475'))"
Trinity church,Abandoned shrine,Perm,Vilgort,"(Decimal('56.463661'), Decimal('60.562411'))"
Xram involvement Erdы,Abandoned shrine,The Republic of Ingushetia,Targim,"(Decimal('44.942354'), Decimal('42.835125'))"
Temple of Archangel Michael,Abandoned shrine,Arhangelsk region,Shalimov,"(Decimal('47.460691'), Decimal('61.204018'))"
Temple of St. Nicholas,Abandoned shrine,Perm,Redikor,"(Decimal('56.459187'), Decimal('60.18677'))"
Church Datong,Abandoned shrine,The Republic of Dagestan,Datuna,"(Decimal('46.645255'), Decimal('42.475871'))"
Church of St. Paraskeva,Abandoned shrine,Krasnoyarsk region,Barabanov,"(Decimal('93.420145'), Decimal('56.287157'))"
Chapel of St. George in Havrogorah,Orthodox churches,Arhangelsk region,Havrogory,"(Decimal('41.876162'), Decimal('63.442493'))"
St. George's church,Abandoned shrine,Udmurt republic,Kulyushevo,"(Decimal('53.566325'), Decimal('56.054558'))"
Vasylevskoe,Granges,Vladimir region,Kolchugino,"(Decimal('39.376042'), Decimal('56.293901'))"
Velikovo,Granges,Vladimir region,Velikovo,"(Decimal('41.281522'), Decimal('56.244375'))"
Volokhova,Granges,Vladimir region,Volokhova,"(Decimal('38.515555'), Decimal('56.393185'))"
Voskresenskoe,Granges,Vladimir region,Voskresenskoe,"(Decimal('39.858617'), Decimal('56.452832'))"
Patrimony AV Suvorov Undole,Granges,Vladimir region,Lakinsk,"(Decimal('39.956525'), Decimal('56.018001'))"
Godunov,Granges,Vladimir region,Godunov,"(Decimal('39.036183'), Decimal('56.484079'))"
dacha Stambol,Granges,Republic of Crimea,Theodosius,"(Decimal('35.383822'), Decimal('45.030209'))"
Noble estates Hvalevskoe,Granges,Vologda Region,Borisovo-Trial,"(Decimal('36.00109'), Decimal('59.905136'))"
House of Art (Shishkov Manor),Granges,Tomsk region,Tomsk,"(Decimal('85.050946'), Decimal('56.469513'))"
House-Museum VI Lenin,Granges,Republic of Tatarstan,Kazan,"(Decimal('49.013771'), Decimal('55.804794'))"
Dubasovo,Granges,Vladimir region,Dubasovo,"(Decimal('40.838149'), Decimal('55.781286'))"
Oaks,Granges,Vladimir region,Oaks,"(Decimal('38.710014'), Decimal('56.112086'))"
Yeltsin,Granges,Vladimir region,Yeltsin,"(Decimal('39.614851'), Decimal('56.210197'))"
Esiplevo,Granges,Vladimir region,Esiplevo,"(Decimal('39.542482'), Decimal('56.302473'))"
Zabelino,Granges,Vladimir region,Zabelino,"(Decimal('39.433705'), Decimal('56.365468'))"
Zavalin,Granges,Vladimir region,Cherry,"(Decimal('39.459307'), Decimal('56.206111'))"
"Country estate Mikhalkov ""Peter""",Granges,Yaroslavskaya oblast,Rybinsk,"(Decimal('38.86173'), Decimal('58.007608'))"
Zinoviev,Granges,Vladimir region,Zinoviev,"(Decimal('39.419503'), Decimal('56.155187'))"
Ilinskoe,Granges,Vladimir region,Ilinskoe,"(Decimal('39.360367'), Decimal('56.395666'))"
"Having ""Help""",architecture,Tambov Region,Sovyetsk,"(Decimal('42.357829'), Decimal('52.238747'))"
Koverino,Granges,Vladimir region,Koverino,"(Decimal('40.894105'), Decimal('56.362626'))"
Krutets,Granges,Vladimir region,Krutets,"(Decimal('38.748039'), Decimal('56.377168'))"
Krutov,Granges,Vladimir region,Krutov,"(Decimal('41.338304'), Decimal('56.193367'))"
Literary Museum Igor Northerner,"Personal, memorial museum",Vologda Region,Vladimirovka,"(Decimal('37.455938'), Decimal('59.172113'))"
Memorial Museum-Estate of Academician IP Pavlova,galleries,Ryazan Oblast,Ryazan,"(Decimal('39.743714'), Decimal('54.611549'))"
Museum Demidovs,Other museums,Nizhny Novgorod Region,chicago,"(Decimal('45.671086'), Decimal('55.985926'))"
"Museum-Estate AS Khomyakov ""Bogucharovo""",galleries,Tula region,Tula,"(Decimal('37.831138'), Decimal('53.920237'))"
Museum-Estate GR Derzhavin,"Personal, memorial museum",St. Petersburg,St. Petersburg,"(Decimal('30.315868'), Decimal('59.939095'))"
Museum-Estate of Michael Prishvina,galleries,Moscow region,Dunino,"(Decimal('36.940279'), Decimal('55.722436'))"
Museum-Estate of Nicholas Roerich Izvara,"Personal, memorial museum",Leningrad region,cottage cheese,"(Decimal('29.518038'), Decimal('59.352351'))"
"Museum-Estate of PP Semenov-Tyan-Shan ""Ryazanka""",Granges,Lipetsk region,Ryazanka,"(Decimal('39.579412'), Decimal('53.501822'))"
"Museum-Estate of Rachmaninov ""Ivanovka""",Granges,Tambov Region,Ivanovka,"(Decimal('42.002788'), Decimal('51.953175'))"
Manor Redkino,Granges,Leningrad region,Redkin,"(Decimal('29.023722'), Decimal('59.163336'))"
Nicholas park,Granges,Vologda Region,Nikolskoye,"(Decimal('42.524377'), Decimal('59.49079'))"
Duke hunting lodge Mecklenburg-Strelitz,Granges,Leningrad region,Cheremykino,"(Decimal('28.3314'), Decimal('59.349324'))"
Park and manor Luchino,"Gardens, squares, parks",Moscow,Peredelkino,"(Decimal('37.337864'), Decimal('55.651303'))"
Long Glade Manor,Granges,Republic of Tatarstan,long Glade,"(Decimal('48.941798'), Decimal('55.049328'))"
Snegirjovo,Granges,Vladimir region,Snegirevo,"(Decimal('39.689528'), Decimal('56.236366'))"
Manor house Skuratov,Granges,Lipetsk region,Pavlov,"(Decimal('40.454829'), Decimal('52.232344'))"
"Farmstead ""Belaya Dacha""",Granges,Moscow region,Boilermakers,"(Decimal('37.851934'), Decimal('55.662806'))"
"Farmstead ""Big Vyazemy""",Granges,Moscow region,big Vyazemy,"(Decimal('36.99442'), Decimal('55.628586'))"
"Farmstead ""Vinogradovo""",Granges,Moscow region,Dolgoprudny,"(Decimal('37.537946'), Decimal('55.945811'))"
"Farmstead ""Lenin Hills""",Granges,Moscow region,Lenin Hills,"(Decimal('37.76336'), Decimal('55.530454'))"
"Farmstead ""Gifts""",Granges,Moscow region,Darovoe,"(Decimal('38.742218'), Decimal('54.689237'))"
"Farmstead ""Dubtsov""",Granges,Novgorod region,Batetskaya,"(Decimal('30.485542'), Decimal('58.599221'))"
"Manor ""Zaharovo""",Granges,Moscow region,Zakharov,"(Decimal('38.331778'), Decimal('55.668666'))"
"Farmstead ""Znamenskoye Gubaylovo"" (Cultural and Exhibition Center)",galleries,Moscow region,Krasnogorsk,"(Decimal('37.321739'), Decimal('55.821462'))"
"Farmstead ""Lopasnya-Conception""",Granges,Moscow region,Czechs,"(Decimal('37.503522'), Decimal('55.210177'))"
"Farmstead ""Melikhovo""",Granges,Moscow region,Melihovo,"(Decimal('37.631029'), Decimal('56.191048'))"
"Farmstead ""Nesvoyskoe""",tourist camps,Vologda Region,Nesvoyskoe,"(Decimal('39.511616'), Decimal('59.355645'))"
"Farmstead ""Orekhovno""",Granges,Pskov region,Orekhovno,"(Decimal('29.521326'), Decimal('56.217535'))"
"Farmstead ""Petrovskoye-Alabino""",Granges,Moscow region,ALABIN,"(Decimal('37.000834'), Decimal('55.525369'))"
"Farmstead ""Semenov-Joy""",Granges,Moscow region,Semenov,"(Decimal('37.7615'), Decimal('55.060621'))"
